respondent_id,wording_arm,question_wording,age_band,gender,digital_confidence_z,likelihood_1_5,item_missing,survey_completed,completion_seconds
R0256,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.524,,1,1,279
R0257,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,1.532,4.0,0,1,228
R0258,Neutral,How likely are you to use the council's new online services?,55+,Woman,-1.829,1.0,0,1,209
R0259,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.472,4.0,0,1,228
R0260,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.268,2.0,0,1,307
R0261,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-0.548,3.0,0,1,213
R0262,Neutral,How likely are you to use the council's new online services?,18-34,Man,1.124,3.0,0,1,313
R0263,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.661,5.0,0,1,412
R0264,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.084,4.0,0,1,153
R0265,Neutral,How likely are you to use the council's new online services?,35-54,Man,-0.675,4.0,0,1,149
R0266,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-2.126,2.0,0,1,336
R0267,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.591,1.0,0,1,205
R0268,Neutral,How likely are you to use the council's new online services?,55+,Man,0.432,3.0,0,1,167
R0269,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-1.409,1.0,0,1,220
R0270,Neutral,How likely are you to use the council's new online services?,35-54,Woman,0.029,2.0,0,0,259
R0271,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.227,3.0,0,1,213
R0272,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.474,4.0,0,1,212
R0273,Neutral,How likely are you to use the council's new online services?,55+,Woman,0.362,3.0,0,1,165
R0274,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-0.642,1.0,0,1,256
R0275,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.099,2.0,0,1,140
R0276,Neutral,How likely are you to use the council's new online services?,18-34,Man,-0.336,3.0,0,1,228
R0277,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-0.063,4.0,0,1,186
R0278,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-1.542,3.0,0,1,279
R0279,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,1.08,5.0,0,1,338
R0280,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-0.549,1.0,0,1,236
R0281,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-1.951,3.0,0,1,235
R0282,Neutral,How likely are you to use the council's new online services?,35-54,Woman,2.324,5.0,0,1,382
R0283,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.303,4.0,0,1,211
R0284,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.918,3.0,0,1,288
R0285,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.915,3.0,0,1,105
R0286,Neutral,How likely are you to use the council's new online services?,55+,Non-binary / self-describe,0.231,2.0,0,1,122
R0287,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.964,4.0,0,1,131
R0288,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-0.115,2.0,0,1,175
R0289,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,1.378,5.0,0,1,258
R0290,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.657,,1,1,172
R0291,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-0.121,4.0,0,1,215
R0292,Neutral,How likely are you to use the council's new online services?,18-34,Man,-2.038,4.0,0,1,203
R0293,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-1.22,2.0,0,1,420
R0294,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-2.006,1.0,0,1,167
R0295,Neutral,How likely are you to use the council's new online services?,18-34,Man,0.823,3.0,0,1,298
R0296,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-2.116,1.0,0,1,283
R0297,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-0.17,2.0,0,1,385
R0298,Neutral,How likely are you to use the council's new online services?,35-54,Woman,0.177,2.0,0,1,172
R0299,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.895,4.0,0,1,257
R0300,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,1.49,3.0,0,1,157
R0301,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.312,3.0,0,1,171
R0302,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-0.418,5.0,0,1,252
R0303,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.634,5.0,0,1,208
R0304,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.778,3.0,0,1,156
R0305,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,0.486,3.0,0,1,144
R0306,Neutral,How likely are you to use the council's new online services?,18-34,Man,0.306,3.0,0,1,235
R0307,Neutral,How likely are you to use the council's new online services?,18-34,Man,-0.777,3.0,0,1,274
R0308,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-0.008,2.0,0,1,172
R0309,Neutral,How likely are you to use the council's new online services?,18-34,Woman,1.433,4.0,0,1,195
R0310,Neutral,How likely are you to use the council's new online services?,18-34,Woman,0.031,4.0,0,1,202
R0311,Neutral,How likely are you to use the council's new online services?,35-54,Man,-1.781,2.0,0,1,280
R0312,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,0.988,2.0,0,1,138
R0313,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-1.174,,1,1,256
R0314,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-2.316,1.0,0,1,120
R0315,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.194,4.0,0,1,170
R0316,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,0.53,4.0,0,1,199
R0317,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.672,4.0,0,1,315
R0318,Neutral,How likely are you to use the council's new online services?,55+,Woman,-1.017,4.0,0,1,227
R0319,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.666,3.0,0,0,218
R0320,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-1.535,4.0,0,1,204
R0321,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-0.578,2.0,0,1,246
R0322,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-1.118,2.0,0,1,199
R0323,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,1.619,4.0,0,1,238
R0324,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-0.52,3.0,0,1,231
R0325,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.166,3.0,0,1,235
R0326,Neutral,How likely are you to use the council's new online services?,55+,Man,2.271,4.0,0,1,149
R0327,Neutral,How likely are you to use the council's new online services?,35-54,Man,2.004,5.0,0,1,186
R0328,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.446,2.0,0,1,140
R0329,Neutral,How likely are you to use the council's new online services?,55+,Woman,0.054,3.0,0,1,248
R0330,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.293,4.0,0,1,263
R0331,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-1.886,2.0,0,1,240
R0332,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,1.264,4.0,0,1,106
R0333,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,1.483,4.0,0,1,201
R0334,Neutral,How likely are you to use the council's new online services?,35-54,Man,-1.261,3.0,0,1,212
R0335,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.782,3.0,0,1,238
R0336,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-1.769,3.0,0,1,344
R0337,Neutral,How likely are you to use the council's new online services?,18-34,Woman,0.956,3.0,0,1,185
R0338,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,2.005,5.0,0,1,273
R0339,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.422,3.0,0,1,262
R0340,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.589,3.0,0,1,274
R0341,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.411,4.0,0,1,195
R0342,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-0.093,3.0,0,1,373
R0343,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-0.798,2.0,0,1,194
R0344,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-1.617,2.0,0,1,336
